-27.63,0,83.06
-22.35,16.24,83.06
-32.81,23.84,77.57
-42.42,30.82,70.09
-54.53,31.48,60.81
-60.82,16.3,60.81
-69.43,18.6,49.96
-77.22,16.41,37.82
-82.14,17.46,24.71
-85.18,16.94,10.97
-85.8,17.07,-3.05
-87.48,0,-3.05
-86.84,0,10.97
-83.97,0,24.71
-78.94,0,37.82
-71.88,0,49.96
-62.97,0,60.81
-52.44,0,70.09
-49.87,16.2,70.09
-39.67,8.43,77.57
-39.67,-8.43,77.57
-49.87,-16.2,70.09
-60.82,-16.3,60.81
-69.43,-18.6,49.96
-77.22,-16.41,37.82
-82.14,-17.46,24.71
-85.18,-16.94,10.97
-85.8,-17.07,-3.05
-80.82,-33.48,-3.05
-80.23,-33.23,10.97
-76.71,-34.16,24.71
-72.12,-32.11,37.82
-11.32,-8.23,86.41
-22.35,-16.24,83.06
-32.81,-23.84,77.57
-42.42,-30.82,70.09
-54.53,-31.48,60.81
-62.25,-35.94,49.96
-63.87,-46.4,37.82
-67.94,-49.36,24.71
-72.21,-48.25,10.97
-72.74,-48.6,-3.05
-60.72,-60.72,-17
-61.86,-61.86,-3.05
-61.41,-61.41,10.97
-56.19,-62.4,24.71
-52.82,-58.67,37.82
-50.83,-50.83,49.96
-44.52,-44.52,60.81
-30.82,-42.42,70.09
-20.28,-35.12,77.57
-8.54,-26.28,83.06
-4.24,-40.33,77.57
-16.2,-49.87,70.09
-31.48,-54.53,60.81
-35.94,-62.25,49.96
-39.47,-68.37,37.82
-41.99,-72.72,24.71
-48.25,-72.21,10.97
-48.6,-72.74,-3.05
-47.71,-71.4,-17
-32.86,-79.33,-17
-33.48,-80.82,-3.05
-33.23,-80.23,10.97
4.32,-13.31,86.41
8.54,-26.28,83.06
12.53,-38.57,77.57
0,-52.44,70.09
-16.3,-60.82,60.81
-18.6,-69.43,49.96
-24.39,-75.08,37.82
-25.95,-79.86,24.71
-16.94,-85.18,10.97
-17.07,-85.8,-3.05
0,-87.48,-3.05
0,-86.84,10.97
-8.78,-83.51,24.71
-8.25,-78.51,37.82
0,-71.88,49.96
0,-62.97,60.81
18.6,-69.43,49.96
8.25,-78.51,37.82
8.78,-83.51,24.71
16.94,-85.18,10.97
17.07,-85.8,-3.05
32.86,-79.33,-17
33.48,-80.82,-3.05
33.23,-80.23,10.97
25.95,-79.86,24.71
24.39,-75.08,37.82
39.47,-68.37,37.82
41.99,-72.72,24.71
48.25,-72.21,10.97
48.6,-72.74,-3.05
47.71,-71.4,-17
41.02,-71.05,-30.51
22.35,-16.24,83.06
27.14,-30.14,77.57
30.82,-42.42,70.09
16.2,-49.87,70.09
16.3,-60.82,60.81
31.48,-54.53,60.81
35.94,-62.25,49.96
52.82,-58.67,37.82
56.19,-62.4,24.71
61.41,-61.41,10.97
61.86,-61.86,-3.05
60.72,-60.72,-17
54.9,-60.97,-30.51
66.38,-48.22,-30.51
71.4,-47.71,-17
72.74,-48.6,-3.05
72.21,-48.25,10.97
67.94,-49.36,24.71
63.87,-46.4,37.82
50.83,-50.83,49.96
44.52,-44.52,60.81
42.42,-30.82,70.09
37.05,-16.5,77.57
54.53,-31.48,60.81
62.25,-35.94,49.96
72.12,-32.11,37.82
76.71,-34.16,24.71
80.23,-33.23,10.97
80.82,-33.48,-3.05
79.33,-32.86,-17
74.95,-33.37,-30.51
69.53,-30.96,-43.24
